x_EPSG:4326,y_EPSG:4326,id,geometry,x,y,source,target,link_id
54.819595,56.220695,457,POINT (54.819595 56.220695),364801.304500544,6232781.4363703225,292,5514,614
54.819118,56.220612,458,POINT (54.819118 56.220612),364771.4406464292,6232773.136846436,292,5514,614
54.818642,56.220528,459,POINT (54.818642 56.220528),364741.6351404817,6232764.724296413,5514,292,11877
54.818169,56.22044,460,POINT (54.818169 56.22044),364712.00140040636,6232755.860981087,5514,292,11877
54.817692,56.22036,461,POINT (54.817692 56.22036),364682.1477432065,6232747.895888081,292,5514,614
54.817215,56.220276,462,POINT (54.817215 56.220276),364652.2798660444,6232739.485920225,5514,292,11877
54.816738,56.220188,463,POINT (54.816738 56.220188),364622.39775971585,6232730.631077701,5514,292,11877
54.816265,56.220104,464,POINT (54.816265 56.220104),364592.7776111454,6232722.2136646,292,5514,614
54.815788,56.22002,465,POINT (54.815788 56.22002),364562.9093546447,6232713.804316644,292,5514,614
54.815304,56.219936,466,POINT (54.815304 56.219936),364532.60700077086,6232705.408936376,5514,292,11877
54.814819,56.219852,467,POINT (54.814819 56.219852),364502.2425234151,6232697.015735617,292,5514,614
54.814331,56.219769,468,POINT (54.814331 56.219769),364471.6954595081,6232688.739919408,292,5514,614
54.813847,56.219688,469,POINT (54.813847 56.219688),364441.4033152471,6232680.678992286,292,5514,614
54.813362,56.219608,470,POINT (54.813362 56.219608),364411.05258312786,6232672.731516261,5514,292,11877
54.812881,56.219524,471,POINT (54.812881 56.219524),364380.93558758387,6232664.331300961,292,5514,614
54.812408,56.21944,472,POINT (54.812408 56.21944),364351.3144392223,6232655.915549019,5514,292,11877
54.811935,56.219357,473,POINT (54.811935 56.219357),364321.6966999186,6232647.611271151,292,5514,614
54.811462,56.219273,474,POINT (54.811462 56.219273),364292.0753031984,6232639.195926709,292,5514,614
54.810993,56.219189,475,POINT (54.810993 56.219189),364262.70177035016,6232630.772907255,292,5514,614
54.810532,56.219105,476,POINT (54.810532 56.219105),364233.82409185823,6232622.334327257,5514,292,11877
54.810066,56.219021,477,POINT (54.810066 56.219021),364204.6363050675,6232613.905793509,5514,292,11877
54.809608,56.218945,478,POINT (54.809608 56.218945),364175.9726743414,6232606.351851937,292,5514,614
54.809147,56.218868,479,POINT (54.809147 56.218868),364147.1194038098,6232598.692745108,292,5514,614
54.808689,56.218788,480,POINT (54.808689 56.218788),364118.4413988099,6232590.694105715,292,5514,614
54.808231,56.218708,481,POINT (54.808231 56.218708),364089.7632790002,6232582.695657325,5514,292,11877
54.807774,56.218632,482,POINT (54.807774 56.218632),364061.1612035854,6232575.1405080855,5514,292,11877
54.80732,56.218552,483,POINT (54.80732 56.218552),364032.7308495409,6232567.1345491735,5514,5516,11876
54.806866,56.218468,484,POINT (54.806866 56.218468),364004.2862145826,6232558.68369733,5514,5516,11876
54.806419,56.218388,485,POINT (54.806419 56.218388),363976.2896182609,6232550.664297047,5515,5516,11879
54.805969,56.218311,486,POINT (54.805969 56.218311),363948.11754410353,6232542.984811865,5516,5515,11881
54.805527,56.218231,487,POINT (54.805527 56.218231),363920.430718177,6232534.955903549,5513,5515,11874
54.80508,56.218155,488,POINT (54.80508 56.218155),363892.44796646945,6232527.382128822,5515,5513,11878
54.804634,56.218079,489,POINT (54.804634 56.218079),363864.527107196,6232519.806560536,5515,5513,11878
54.804184,56.218002,490,POINT (54.804184 56.218002),363836.35460003937,6232512.127806663,5515,5513,11878
54.803738,56.217922,491,POINT (54.803738 56.217922),363808.4193401125,6232504.107521921,5515,5513,11878
54.803291,56.217842,492,POINT (54.803291 56.217842),363780.4219691522,6232496.089395034,5515,5513,11878
54.802845,56.217766,493,POINT (54.802845 56.217766),363752.5006783103,6232488.514553216,5513,5515,11874
54.802395,56.217686,494,POINT (54.802395 56.217686),363724.3170879192,6232480.50272229,5515,5513,11878
54.801949,56.217609,495,POINT (54.801949 56.217609),363696.3920318055,6232472.816974304,5513,5515,11874
54.801506,56.217529,496,POINT (54.801506 56.217529),363668.64221585763,6232464.791662617,5513,5515,11874
54.80106,56.217449,497,POINT (54.80106 56.217449),363640.70628949103,6232456.772465752,5515,5513,11878
54.800613,56.217369,498,POINT (54.800613 56.217369),363612.7082513742,6232448.755429169,5515,5513,11878
54.800175,56.217285,499,POINT (54.800175 56.217285),363585.2538910771,6232440.275679411,5515,5513,11878
54.799736,56.217205,500,POINT (54.799736 56.217205),363557.75162804255,6232432.243164184,5513,5515,11874
54.799301,56.217117,501,POINT (54.799301 56.217117),363530.4688243941,6232423.312744059,5515,5513,11878
54.79887,56.217033,502,POINT (54.79887 56.217033),363503.44812052045,6232414.819653548,5513,5515,11874
54.798431,56.216953,503,POINT (54.798431 56.216953),363475.9455200251,6232406.787660486,5515,5513,11878
54.797997,56.216873,504,POINT (54.797997 56.216873),363448.75281259685,6232398.74593573,79,5513,170
54.797569,56.216789,505,POINT (54.797569 56.216789),363421.9177739558,6232390.247412066,79,5513,170
54.797138,56.216705,506,POINT (54.797138 56.216705),363394.89661964786,6232381.755002163,5513,79,11873
54.796707,56.216618,507,POINT (54.796707 56.216618),363367.86467728915,6232372.928952136,5513,79,11873
54.79628,56.21653,508,POINT (54.79628 56.21653),363341.07706292346,6232363.983869716,5513,79,11873
54.795849,56.216446,509,POINT (54.795849 56.216446),363314.05556308094,6232355.491966547,5522,79,11896
54.795422,56.216358,510,POINT (54.795422 56.216358),363287.2677145356,6232346.5472184215,4992,79,10742
54.794994,56.21627,511,POINT (54.794994 56.21627),363260.4177462297,6232337.604620874,4992,79,10742
54.794571,56.216183,512,POINT (54.794571 56.216183),363233.8812295287,6232328.763537468,4992,79,10742
54.794147,56.216095,513,POINT (54.794147 56.216095),363207.279033025,6232319.813332541,79,4992,169
54.793728,56.216011,514,POINT (54.793728 56.216011),363181.0009805906,6232311.298444064,4992,79,10742
54.793308,56.215923,515,POINT (54.793308 56.215923),363154.64656115306,6232302.340622522,4992,79,10742
54.792896,56.215839,516,POINT (54.792896 56.215839),363128.80230025935,6232293.812152248,79,4992,169
54.792484,56.215752,517,POINT (54.792484 56.215752),363102.94723586447,6232284.950027748,79,4992,169
54.792076,56.215668,518,POINT (54.792076 56.215668),363077.3507653194,6232276.413920018,79,4992,169
54.791668,56.215584,519,POINT (54.791668 56.215584),363051.75418698345,6232267.877964214,79,4992,169
54.791264,56.2155,520,POINT (54.791264 56.2155),363026.4055118762,6232259.334210106,79,4992,169
54.790859,56.215416,521,POINT (54.790859 56.215416),363000.9947271299,6232250.792592901,79,4992,169
54.790462,56.215332,522,POINT (54.790462 56.215332),362976.0798594757,6232242.235219125,4992,79,10742
54.790066,56.215248,523,POINT (54.790066 56.215248),362951.22689002135,6232233.676000612,4992,79,10742
54.789673,56.215164,524,POINT (54.789673 56.215164),362926.55982569867,6232225.110958282,79,4992,169
54.78928,56.215084,525,POINT (54.78928 56.215084),362901.90693762875,6232216.991135415,79,4992,169
54.788887,56.215004,526,POINT (54.788887 56.215004),362877.25395070435,6232208.871453489,79,4992,169
54.788502,56.214924,527,POINT (54.788502 56.214924),362853.09689405444,6232200.735992006,4992,79,10742
54.788113,56.214848,528,POINT (54.788113 56.214848),362828.70601312385,6232193.053705732,79,4992,169
54.787731,56.214767,529,POINT (54.787731 56.214767),362804.7312037996,6232184.801274365,4992,79,10742
54.787346,56.214691,530,POINT (54.787346 56.214691),362780.5881508204,6232177.111297274,4992,79,10742
54.786964,56.214615,531,POINT (54.786964 56.214615),362756.63101825427,6232169.415481025,79,4992,169
54.786587,56.214535,532,POINT (54.786587 56.214535),362732.969518147,6232161.264760842,4992,79,10742
54.786213,56.214458,533,POINT (54.786213 56.214458),362709.50466112053,6232153.442002558,79,4992,169
54.785839,56.214378,534,POINT (54.785839 56.214378),362686.0289868198,6232145.285563451,4992,79,10742
54.785469,56.214306,535,POINT (54.785469 56.214306),362662.8298460747,6232138.011436719,4992,79,10742
54.785107,56.21423,536,POINT (54.785107 56.21423),362640.11235228914,6232130.276411843,4992,78,10741
54.784733,56.214157,537,POINT (54.784733 56.214157),362616.6614460839,6232122.899236609,78,4992,167
54.784359,56.214081,538,POINT (54.784359 56.214081),362593.1997202791,6232115.188380601,78,4992,167
54.783981,56.214008,539,POINT (54.783981 56.214008),362569.50062056235,6232107.819437162,4992,78,10741
54.7836,56.213936,540,POINT (54.7836 56.213936),362545.61899788084,6232100.567876943,4992,78,10741
54.783222,56.213863,541,POINT (54.783222 56.213863),362521.9197251353,6232093.199195116,4992,78,10741
54.782845,56.213791,542,POINT (54.782845 56.213791),362498.2859515047,6232085.939917805,78,4992,167
54.782467,56.213722,543,POINT (54.782467 56.213722),362474.60083013587,6232079.016573777,4992,78,10741
54.782085,56.21365,544,POINT (54.782085 56.21365),362450.6568598011,6232071.7675353065,4992,78,10741
54.781708,56.213581,545,POINT (54.781708 56.213581),362427.03357831546,6232064.84245688,78,4992,167
54.781326,56.213509,546,POINT (54.781326 56.213509),362403.0894377441,6232057.593682703,4992,78,10741
54.780945,56.21344,547,POINT (54.780945 56.21344),362379.21796708985,6232050.676852672,78,4992,167
54.780567,56.213367,548,POINT (54.780567 56.213367),362355.5180959117,6232043.309085851,4992,78,10741
54.78019,56.213295,549,POINT (54.78019 56.213295),362331.8837288789,6232036.05072106,78,4992,167
54.779812,56.213223,550,POINT (54.779812 56.213223),362308.18727038585,6232028.794483791,4992,78,10741
54.779427,56.213154,551,POINT (54.779427 56.213154),362284.06743956666,6232021.886172618,78,4992,167
54.779045,56.213081,552,POINT (54.779045 56.213081),362260.1191989096,6232014.526923483,78,4992,167
54.778648,56.213009,553,POINT (54.778648 56.213009),362235.2443591522,6232007.309061347,78,4992,167
54.778252,56.212933,554,POINT (54.778252 56.212933),362210.4170854079,6231999.644266458,78,4992,167
54.777851,56.212852,555,POINT (54.777851 56.212852),362185.26174107566,6231991.433266875,78,4992,167
54.777443,56.212776,556,POINT (54.777443 56.212776),362159.69019137847,6231983.792760692,4992,78,10741
54.777031,56.2127,557,POINT (54.777031 56.2127),362133.8705162009,6231976.160408036,78,4992,167
54.776615,56.212624,558,POINT (54.776615 56.212624),362107.80271414993,6231968.536213388,4992,78,10741
54.776207,56.212543,559,POINT (54.776207 56.212543),362082.2129159656,6231960.339820898,4992,78,10741
54.775806,56.212467,560,POINT (54.775806 56.212467),362057.0750243439,6231952.685915231,78,4992,167
54.775402,56.212391,561,POINT (54.775402 56.212391),362031.7510145039,6231945.038161945,78,4992,167
54.774998,56.212318,562,POINT (54.774998 56.212318),362006.4376873085,6231937.724364916,78,4992,167
54.774593,56.212242,563,POINT (54.774593 56.212242),361981.0514789792,6231930.078911848,4992,78,10741
54.774185,56.212166,564,POINT (54.774185 56.212166),361955.4791504707,6231922.439617386,78,4992,167
54.773785,56.21209,565,POINT (54.773785 56.21209),361930.40278856305,6231914.784447524,78,4992,167
54.773376,56.212013,566,POINT (54.773376 56.212013),361904.76466273714,6231907.0361882495,4992,78,10741
54.772972,56.211937,567,POINT (54.772972 56.211937),361879.4400754459,6231899.389329931,4992,78,10741
54.772564,56.211864,568,POINT (54.772564 56.211864),361853.8781492027,6231892.084445616,78,4992,167
54.772163,56.211788,569,POINT (54.772163 56.211788),361828.73939605267,6231884.431871748,4992,78,10741
54.771759,56.211712,570,POINT (54.771759 56.211712),361803.4145215749,6231876.785460164,4992,78,10741
54.771362,56.211632,571,POINT (54.771362 56.211632),361778.5092161447,6231868.680082122,78,4992,167
54.770962,56.211555,572,POINT (54.770962 56.211555),361753.42858292826,6231860.914672816,78,4992,167
54.770561,56.211479,573,POINT (54.770561 56.211479),361728.2894442276,6231853.2626847485,78,4992,167
54.770157,56.211399,574,POINT (54.770157 56.211399),361702.9497796681,6231845.171787323,4992,78,10741
54.769753,56.211323,575,POINT (54.769753 56.211323),361677.62441928685,6231837.52611475,78,4992,167
54.769344,56.211246,576,POINT (54.769344 56.211246),361651.9853141111,6231829.779359059,78,4992,167
54.768936,56.21117,577,POINT (54.768936 56.21117),361626.41172225814,6231822.142017058,78,4992,167
54.768524,56.211094,578,POINT (54.768524 56.211094),361600.5899951054,6231814.512859419,4992,78,10741
54.768116,56.211014,579,POINT (54.768116 56.211014),361575.001792024,6231806.430746657,4992,78,10741
54.767704,56.210934,580,POINT (54.767704 56.210934),361549.1654474165,6231798.356821331,4992,78,10741
54.767292,56.210857,581,POINT (54.767292 56.210857),361523.3398154684,6231790.616857554,78,4992,167
54.76688,56.210777,582,POINT (54.76688 56.210777),361497.5032658678,6231782.543241839,78,4992,167
54.766464,56.210705,583,POINT (54.766464 56.210705),361471.4474260246,6231775.367972081,78,4992,167
54.766052,56.210629,584,POINT (54.766052 56.210629),361445.6251037606,6231767.739742882,4992,78,10741
54.765644,56.210556,585,POINT (54.765644 56.210556),361420.06154875096,6231760.437431914,78,4992,167
54.76524,56.210484,586,POINT (54.76524 56.210484),361394.7495508711,6231753.23849694,4992,78,10741
54.764835,56.210411,587,POINT (54.764835 56.210411),361369.37184197386,6231745.930453339,78,4992,167
54.764435,56.210335,588,POINT (54.764435 56.210335),361344.2932638137,6231738.2786934525,78,4992,167
54.76403,56.210262,589,POINT (54.76403 56.210262),361318.91536821134,6231730.97094699,78,4992,167
54.76363,56.21019,590,POINT (54.76363 56.21019),361293.85104568664,6231723.764555842,78,4992,167
54.763229,56.210114,591,POINT (54.763229 56.210114),361268.71017424803,6231716.115248326,4992,78,10741
54.762836,56.210041,592,POINT (54.762836 56.210041),361244.07613380626,6231708.783787258,4992,78,10741
54.762444,56.209965,593,POINT (54.762444 56.209965),361219.4931750872,6231701.116647062,78,4992,167
54.762054,56.209888,594,POINT (54.762054 56.209888),361195.0305317339,6231693.334350254,4992,78,10741
54.761669,56.209812,595,POINT (54.761669 56.209812),361170.88146583847,6231685.6533891205,4992,78,10741
54.761288,56.209743,596,POINT (54.761288 56.209743),361147.0056596324,6231678.743385398,4992,78,10741
54.760906,56.209671,597,POINT (54.760906 56.209671),361123.0569124046,6231671.501722904,4992,78,10741
54.760529,56.209599,598,POINT (54.760529 56.209599),361099.41813786456,6231664.250116472,78,4992,167
54.760147,56.209526,599,POINT (54.760147 56.209526),361075.46560174285,6231656.897449674,4992,78,10741
54.759766,56.209454,600,POINT (54.759766 56.209454),361051.57860760565,6231649.654168537,4992,78,10741
54.75938,56.209381,601,POINT (54.75938 56.209381),361027.37784866453,6231642.309833277,4992,78,10741
54.758995,56.209301,602,POINT (54.758995 56.209301),361003.21368251013,6231634.184736585,4992,78,10741
54.75861,56.209229,603,POINT (54.75861 56.209229),360979.0783742246,6231626.949924285,78,4992,167
54.758221,56.209152,604,POINT (54.758221 56.209152),360954.67682928196,6231619.166973966,4992,78,10741
54.757832,56.209076,605,POINT (54.757832 56.209076),360930.27881085087,6231611.495430324,78,4992,167
54.757439,56.208996,606,POINT (54.757439 56.208996),360905.61816385493,6231603.387023123,78,4992,167
54.757042,56.208916,607,POINT (54.757042 56.208916),360880.70936667966,6231595.286831116,4992,78,10741
54.756645,56.208836,608,POINT (54.756645 56.208836),360855.8004697111,6231587.186782952,4992,78,10741
54.756241,56.208752,609,POINT (54.756241 56.208752),360830.4428887509,6231578.6559393555,78,4992,167
54.755833,56.208672,610,POINT (54.755833 56.208672),360804.85164340027,6231570.578397555,4992,78,10741
54.755428,56.208588,611,POINT (54.755428 56.208588),360779.4318377663,6231562.049873449,78,4992,167
54.755016,56.208504,612,POINT (54.755016 56.208504),360753.57783084584,6231553.535641822,4991,78,10740
54.754604,56.20842,613,POINT (54.754604 56.20842),360727.7237151584,6231545.021565143,78,4991,166
54.754189,56.208336,614,POINT (54.754189 56.208336),360701.6834495043,6231536.513706832,78,4991,166
54.753769,56.208256,615,POINT (54.753769 56.208256),360675.3475134737,6231528.461187218,4991,78,10740
54.753345,56.208172,616,POINT (54.753345 56.208172),360648.7489049039,6231519.971842241,4991,78,10740
54.752922,56.208084,617,POINT (54.752922 56.208084),360622.1976846693,6231511.035565219,78,4991,166
54.752499,56.208,618,POINT (54.752499 56.208),360595.6608640326,6231502.544525322,78,4991,166
54.752071,56.207909,619,POINT (54.752071 56.207909),360568.78845098254,6231493.284885035,4991,78,10740
54.751648,56.207821,620,POINT (54.751648 56.207821),360542.23687963904,6231484.349100067,78,4991,166
54.751221,56.207733,621,POINT (54.751221 56.207733),360515.4371326224,6231475.421573798,4991,78,10740
54.750793,56.207645,622,POINT (54.750793 56.207645),360488.5752526941,6231466.496238215,78,4991,166
54.750366,56.207558,623,POINT (54.750366 56.207558),360461.77890189353,6231457.680313637,78,4991,166
54.749943,56.20747,624,POINT (54.749943 56.20747),360435.22686132963,6231448.745187182,4991,78,10740
54.749516,56.207386,625,POINT (54.749516 56.207386),360408.4411787444,6231440.26339897,4991,78,10740
54.749088,56.207298,626,POINT (54.749088 56.207298),360381.5788296554,6231431.338729577,78,4991,166
54.748661,56.207214,627,POINT (54.748661 56.207214),360354.7929189457,6231422.857274526,78,4991,166
54.748241,56.20713,628,POINT (54.748241 56.20713),360328.44100470457,6231414.361800095,4991,78,10740
54.747829,56.207047,629,POINT (54.747829 56.207047),360302.5887420154,6231405.961539672,78,4991,166
54.747421,56.206966,630,POINT (54.747421 56.206966),360276.9917098882,6231397.77586162,4991,78,10740
54.747017,56.206882,631,POINT (54.747017 56.206882),360251.6317239123,6231389.248420128,78,4991,166
54.746609,56.206802,632,POINT (54.746609 56.206802),360226.0381213573,6231381.174312696,78,4991,166
54.746204,56.206722,633,POINT (54.746204 56.206722),360200.63046495744,6231373.094272008,78,4991,166
54.745804,56.206646,634,POINT (54.745804 56.206646),360175.54734814895,6231365.449310163,78,4991,166
54.745407,56.206562,635,POINT (54.745407 56.206562),360150.62106086547,6231356.9082612805,4991,78,10740
54.745014,56.206482,636,POINT (54.745014 56.206482),360125.9572997865,6231348.804311308,4991,78,10740
54.744633,56.206406,637,POINT (54.744633 56.206406),360102.0522075314,6231341.121217379,4991,4990,10739
54.744263,56.206326,638,POINT (54.744263 56.206326),360078.814639699,6231332.970851695,4990,4991,10738
54.743904,56.206242,639,POINT (54.743904 56.206242),360056.24459322647,6231324.35320333,4990,4991,10738
54.743557,56.206158,640,POINT (54.743557 56.206158),360034.4186566686,6231315.7113034865,4991,4990,10739
54.743217,56.20607,641,POINT (54.743217 56.20607),360013.01217237907,6231306.610223701,4990,4991,10738
54.742882,56.205978,642,POINT (54.742882 56.205978),359991.9011019646,6231297.0540204095,4990,77,10737
54.74255,56.205887,643,POINT (54.74255 56.205887),359970.97963181115,6231287.603093126,77,4990,164
54.742222,56.205784,644,POINT (54.742222 56.205784),359950.26238877187,6231276.808921784,77,4990,164
54.741894,56.205685,645,POINT (54.741894 56.205685),359929.5596235541,6231266.459921812,77,4990,164
54.741566,56.205585,646,POINT (54.741566 56.205585),359908.8531088799,6231255.999752671,77,4990,164
54.741234,56.205482,647,POINT (54.741234 56.205482),359887.8874761554,6231245.214009808,77,4989,163
54.740906,56.205376,648,POINT (54.740906 56.205376),359867.15886505495,6231234.086431425,4989,77,10736
54.740578,56.205269,649,POINT (54.740578 56.205269),359846.42649556,6231222.847684067,77,4989,163
54.740253,56.205158,650,POINT (54.740253 56.205158),359825.8654755452,6231211.157862315,77,4989,163
54.739929,56.205051,651,POINT (54.739929 56.205051),359805.38095739554,6231199.911175986,4989,77,10736
54.739609,56.204937,652,POINT (54.739609 56.204937),359785.1188563934,6231187.87757281,77,4989,163
54.739285,56.204823,653,POINT (54.739285 56.204823),359764.60856309405,6231175.852202811,4989,77,10736
54.738964,56.204704,654,POINT (54.738964 56.204704),359744.2659563549,6231163.26448487,4989,77,10736
54.738647,56.204586,655,POINT (54.738647 56.204586),359724.17495804,6231150.779989157,4988,4989,10734
54.738338,56.204464,656,POINT (54.738338 56.204464),359704.5653913705,6231137.834230216,4989,4988,10735
54.738029,56.204334,657,POINT (54.738029 56.204334),359684.9264860893,6231123.998416018,4989,4988,10735
54.737724,56.204205,658,POINT (54.737724 56.204205),359665.53918673785,6231110.265813998,4989,4988,10735
54.737419,56.204075,659,POINT (54.737419 56.204075),359646.1481091541,6231096.422030358,4988,4989,10734
54.737114,56.203945,660,POINT (54.737114 56.203945),359626.75690571463,6231082.578333057,4988,4989,10734
54.736809,56.203815,661,POINT (54.736809 56.203815),359607.36557642097,6231068.7347221,4989,4988,10735
54.736507,56.20369,662,POINT (54.736507 56.20369),359588.17845818703,6231055.441425403,4989,4988,10735
54.73621,56.203564,663,POINT (54.73621 56.203564),359569.29767061095,6231042.026758031,4989,4988,10735
54.735916,56.203445,664,POINT (54.735916 56.203445),359550.6284185627,6231029.384934481,4989,4988,10735
54.73563,56.203327,665,POINT (54.73563 56.203327),359532.4588839096,6231016.838154891,4988,4989,10734
54.735352,56.203217,666,POINT (54.735352 56.203217),359514.8146690538,6231005.1652879985,293,4988,617
54.735073,56.203106,667,POINT (54.735073 56.203106),359497.1046782173,6230993.383263325,4988,293,10733
54.734798,56.202999,668,POINT (54.734798 56.202999),359479.6573074657,6230982.038227082,293,4988,617
54.734524,56.202896,669,POINT (54.734524 56.202896),359462.2864974912,6230971.136293159,293,4988,617
54.734253,56.202801,670,POINT (54.734253 56.202801),359445.13093239197,6230961.118453478,7350,7354,15645
54.733978,56.202709,671,POINT (54.733978 56.202709),359427.73817225965,6230951.44264302,4983,7350,10724
54.733704,56.202621,672,POINT (54.733704 56.202621),359410.4219917848,6230942.209933737,4983,7350,10724
54.733433,56.202538,673,POINT (54.733433 56.202538),359393.31010189664,6230933.527512563,7350,4983,15643
54.733162,56.202457,674,POINT (54.733162 56.202457),359376.2054611521,6230925.067694514,4983,7350,10724
54.732883,56.202381,675,POINT (54.732883 56.202381),359358.622869881,6230917.180606828,294,4983,619
54.732601,56.202305,676,POINT (54.732601 56.202305),359340.8541422532,6230909.299712824,294,4983,619
54.732311,56.202229,677,POINT (54.732311 56.202229),359322.58916099183,6230901.435219887,4983,294,10723
54.732006,56.202156,678,POINT (54.732006 56.202156),359303.4047457776,6230893.935226624,294,4983,619
54.731689,56.202091,679,POINT (54.731689 56.202091),359283.5052789311,6230887.349959336,294,4983,619
54.731365,56.202026,680,POINT (54.731365 56.202026),359263.1715824538,6230880.779076913,4983,294,10723
54.731033,56.201965,681,POINT (54.731033 56.201965),359242.3562849014,6230874.669698569,4982,294,10722
54.730698,56.201908,682,POINT (54.730698 56.201908),359221.36950911547,6230869.011618979,4982,294,10722
54.730358,56.201855,683,POINT (54.730358 56.201855),359200.0872131523,6230863.808926319,4982,294,10722
54.730019,56.201809,684,POINT (54.730019 56.201809),359178.89254132396,6230859.383169547,7333,4982,15609
54.729671,56.201771,685,POINT (54.729671 56.201771),359157.1689316537,6230855.866049236,7333,4982,15609
54.729324,56.201736,686,POINT (54.729324 56.201736),359135.51830427675,6230852.680798035,7333,4981,15608
54.728981,56.201706,687,POINT (54.728981 56.201706),359114.1340702445,6230850.043818117,7333,4981,15608
54.728642,56.201679,688,POINT (54.728642 56.201679),359093.00890351215,6230847.7325703185,4981,4980,10718
54.72831,56.201656,689,POINT (54.72831 56.201656),359072.33254972735,6230845.852184595,4981,4980,10718
54.727989,56.201633,690,POINT (54.727989 56.201633),359052.3384385796,6230843.9494043235,4980,4981,10717
54.727669,56.201614,691,POINT (54.727669 56.201614),359032.4210054332,6230842.489742512,4981,4980,10718
54.727352,56.201591,692,POINT (54.727352 56.201591),359012.6749488709,6230840.578966348,295,4980,621
54.727032,56.201576,693,POINT (54.727032 56.201576),358992.7721579216,6230839.56455922,295,4980,621
54.726707,56.201565,694,POINT (54.726707 56.201565),358972.57391418674,6230839.0055453265,295,4980,621
54.726379,56.201553,695,POINT (54.726379 56.201553),358952.18591685407,6230838.341498314,4980,295,10716
54.726051,56.201546,696,POINT (54.726051 56.201546),358931.81626659894,6230838.233886232,295,4979,620
54.725727,56.201542,697,POINT (54.725727 56.201542),358911.7057240731,6230838.451985946,4979,295,10715
54.725403,56.201546,698,POINT (54.725403 56.201546),358891.62456029525,6230839.560320621,295,4979,620
54.725075,56.201553,699,POINT (54.725075 56.201553),358871.30632508674,6230841.01074256,4979,295,10715
54.724743,56.201569,700,POINT (54.724743 56.201569),358850.7730657337,6230843.470860373,295,4979,620
54.724411,56.201588,701,POINT (54.724411 56.201588),358830.2508481295,6230846.264879677,4979,4984,10714
54.724079,56.201611,702,POINT (54.724079 56.201611),358809.74335190054,6230849.504067896,4984,4979,10726
54.723743,56.201641,703,POINT (54.723743 56.201641),358789.0135132795,6230853.5304224035,4979,4984,10714
54.723404,56.201675,704,POINT (54.723404 56.201675),358768.11234066763,6230858.0080951005,4984,4979,10726
54.723061,56.201717,705,POINT (54.723061 56.201717),358746.9925230423,6230863.3842078885,4979,4984,10714
54.722713,56.201756,706,POINT (54.722713 56.201756),358725.55160372326,6230868.436871748,4979,4984,10714
54.722363,56.201794,707,POINT (54.722363 56.201794),358703.9830051706,6230873.382476397,4984,4979,10726
54.722015,56.201836,708,POINT (54.722015 56.201836),358682.5532116394,6230878.769159784,4984,4979,10726
54.721668,56.201874,709,POINT (54.721668 56.201874),358661.1707762302,6230883.708831015,4984,4979,10726
54.721321,56.201916,710,POINT (54.721321 56.201916),358639.8031025088,6230889.093679638,4984,4979,10726
54.72097,56.20195,711,POINT (54.72097 56.20195),358618.1579453025,6230893.596701432,4984,4979,10726
54.720615,56.201988,712,POINT (54.720615 56.201988),358596.2794565608,6230898.55310934,4979,4984,10714
54.720261,56.20203,713,POINT (54.720261 56.20203),358574.4777608241,6230903.952647683,4979,4984,10714
54.719902,56.202068,714,POINT (54.719902 56.202068),358552.3512725497,6230908.917489428,4979,4984,10714
54.719543,56.202106,715,POINT (54.719543 56.202106),358530.2248305301,6230913.88244644,4979,4984,10714
54.719177,56.202148,716,POINT (54.719177 56.202148),358507.6790035532,6230919.306958111,4984,4979,10726
54.718807,56.202187,717,POINT (54.718807 56.202187),358484.8740861765,6230924.406000154,4979,4984,10714
54.718437,56.202229,718,POINT (54.718437 56.202229),358462.08026953903,6230929.838966689,4979,4984,10714
54.71806,56.202267,719,POINT (54.71806 56.202267),358438.8376066667,6230934.841363171,4979,4984,10714
54.717674,56.202309,720,POINT (54.717674 56.202309),358415.05152724026,6230940.307443851,4984,4979,10726
54.717285,56.202351,721,POINT (54.717285 56.202351),358391.0794343205,6230945.779821394,4984,4979,10726
54.716896,56.202393,722,POINT (54.716896 56.202393),358367.1073967516,6230951.252334258,4984,4979,10726
54.716499,56.202438,723,POINT (54.716499 56.202438),358342.6502945508,6230957.0752262985,4984,4979,10726
54.716095,56.20248,724,POINT (54.716095 56.20248),358317.74803159956,6230962.578846647,4984,4979,10726
54.715694,56.202526,725,POINT (54.715694 56.202526),358293.0466472336,6230968.5215141615,4984,4979,10726
54.71529,56.202568,726,POINT (54.71529 56.202568),358268.14450184285,6230974.025425363,4984,4979,10726
54.714886,56.202606,727,POINT (54.714886 56.202606),358243.2276552878,6230979.084413554,4979,4984,10714
54.714493,56.202648,728,POINT (54.714493 56.202648),358219.00786745443,6230984.565989182,4984,4979,10726
54.714108,56.20269,729,POINT (54.714108 56.20269),358195.2843131629,6230990.031243744,4984,4979,10726
54.713722,56.202728,730,POINT (54.713722 56.202728),358171.48402521544,6230995.053619714,4986,4984,10730
54.713333,56.202759,731,POINT (54.713333 56.202759),358147.4718755665,6230999.303432821,4986,4984,10730
54.71294,56.202789,732,POINT (54.71294 56.202789),358123.2079865008,6231003.450348058,4986,4984,10730
54.712543,56.202816,733,POINT (54.712543 56.202816),358098.6849698067,6231007.271835326,4984,4986,10725
54.712143,56.202835,734,POINT (54.712143 56.202835),358073.94637158886,6231010.209503981,4986,4987,10729
54.711739,56.202854,735,POINT (54.711739 56.202854),358048.9597129973,6231013.1555543495,4986,4987,10729
